ax,ay,az,rx,ry,rz,label

0.027588,0.011719,1.000366,-0.042725,-0.007324,0.040283,0

0.030884,0.010742,1.004272,-0.103760,0.053711,-0.020752,0

0.027344,0.010986,1.000610,0.018311,-0.007324,-0.081787,0

0.029175,0.010254,0.999634,0.018311,-0.007324,-0.020752,0

0.028320,0.012939,1.003418,0.018311,-0.007324,0.040283,0

0.028931,0.009644,1.001099,-0.103760,0.053711,-0.020752,0

0.029297,0.010864,1.002808,-0.042725,-0.068359,-0.020752,0

0.030151,0.010376,1.002319,-0.042725,-0.068359,-0.081787,0

0.030029,0.010864,1.003296,0.018311,-0.007324,0.040283,0

0.027466,0.010498,1.001953,0.018311,-0.007324,0.040283,0

0.031372,0.009888,1.002808,-0.103760,-0.068359,0.040283,0

0.026123,0.010864,1.003418,-0.164795,-0.068359,0.040283,0

0.026367,0.010742,0.998779,0.445557,-0.068359,-0.020752,0

0.030029,0.011108,1.002808,-0.164795,0.053711,0.101318,0

0.029175,0.010376,1.001953,0.994873,-0.068359,0.040283,0

0.026123,0.012085,1.000244,0.323486,-0.068359,0.040283,0

0.026489,0.013672,1.003052,2.459717,-0.129395,-1.424561,0

0.029419,0.011475,1.006104,1.971436,-0.251465,0.101318,0

0.016479,0.021973,1.000732,3.619385,-0.312500,-4.598389,0

0.029907,-0.005005,1.005127,3.619385,-2.570801,-3.072510,0

0.058960,0.049072,1.013184,-3.033447,-4.829102,-10.946045,0

0.026611,0.140137,1.050293,-5.718994,-2.937012,-41.585693,0

0.099976,-0.017212,0.979736,-57.110596,-3.547363,-33.895264,0

0.020874,0.004395,1.343262,-30.987549,19.096680,-31.514893,0

0.040894,-0.152832,0.875977,-76.580811,32.097168,-47.689209,0

0.056763,-0.146606,1.242554,-68.646240,7.072754,-31.026611,0

0.098022,-0.334351,0.958008,-67.303467,83.549805,-59.346924,0

-0.045166,-0.022461,1.074463,-82.684326,62.309570,-13.448486,0

-0.109741,-0.442993,0.639648,-92.327881,21.721191,-75.155029,0

0.001099,-0.155884,1.119995,-7.794189,-31.440430,-64.840088,0

0.269165,0.208496,0.842285,148.211670,-71.357422,-13.509521,0

0.171021,-0.650635,0.796997,-45.941162,-24.055176,16.947021,0

-0.011841,-0.542358,0.969116,46.405029,-10.810547,-49.825439,0

0.040039,-0.347046,1.028198,66.790771,81.291504,-56.539307,0

0.093750,-0.415161,0.913574,62.213135,57.976074,-39.632568,0

-0.146240,-0.097900,0.930298,92.547607,16.594238,-157.308350,0

0.070068,-0.459473,0.925903,109.637451,-19.111328,-51.107178,0

-0.278198,0.217163,0.868530,221.453857,-84.907227,40.018311,0

-0.083618,0.197021,0.988281,-34.954834,18.425293,46.610107,0

-0.019287,0.177979,0.591064,-76.458740,-94.489746,-79.244385,0

0.056641,0.097290,0.886963,21.929932,28.312988,-31.453857,0

0.067139,0.183350,0.958130,22.540283,-5.805664,-35.115967,0

0.047485,0.088501,0.976196,-12.554932,1.701660,9.989014,0

-0.018799,0.513550,0.819702,64.349365,11.223145,-14.364014,0

0.130615,0.473999,0.854004,38.958740,50.590820,38.248291,0

-0.114136,0.425293,0.519653,50.189209,2.373047,-32.674561,0

0.165894,0.189209,0.838135,-45.880127,74.272461,2.115479,0

-0.090454,0.468018,0.956421,105.303955,4.020996,-1.912842,0

0.237427,0.495728,0.794312,-98.675537,43.937988,-39.083252,0

-0.220459,0.229614,0.684570,-17.193604,-9.040527,11.209717,0

0.086914,0.263672,1.112427,-19.696045,-21.552734,11.209717,0

0.069580,0.189453,1.003296,7.403564,-1.899414,50.943604,0

-0.040405,0.333984,0.838745,-10.845947,-3.547363,-10.152588,0

0.122192,0.157593,0.854614,25.286865,-69.160156,-17.293701,0

-0.045898,0.384521,0.787842,-18.658447,-58.967285,-41.036377,0

0.245605,0.283081,0.877930,-36.297607,-108.527832,-126.241455,0

0.415283,0.079224,1.203491,-21.160889,-65.375977,-74.727783,0

0.489746,0.048828,1.084839,-50.518799,-66.230469,-108.785400,0

0.508423,0.038696,1.306519,-104.779053,-45.478516,-57.393799,0

0.485840,-0.203735,1.270630,-7.427979,49.003906,-3.255615,0

0.510742,-0.325317,1.486084,-25.250244,89.287109,23.233643,0

0.363403,-0.117065,1.282593,33.038330,173.454590,108.438721,0

0.239624,-0.082275,1.135742,12.164307,192.497559,117.166748,0

0.226929,-0.132935,1.042480,13.079834,188.347168,178.323975,0

0.107422,0.073730,0.736450,-7.794189,182.426758,185.709229,0

0.000122,0.109863,0.703979,-2.972412,143.852539,197.611084,0

-0.121582,0.248779,0.544800,7.952881,149.895020,171.976318,0

-0.071289,0.356445,0.492065,41.217041,150.932617,213.663330,0

-0.203003,0.569580,0.494507,49.822998,176.506348,155.557861,0

-0.011841,0.583496,0.435059,47.991943,173.759766,189.615479,0

0.129761,0.806519,-0.095703,94.317627,232.109375,199.442139,0

0.446899,0.719604,-0.043457,134.844971,232.292480,216.043701,0

0.470703,1.054321,-0.333374,43.902588,196.708984,180.032959,0

0.916992,0.906494,0.021118,70.147705,173.576660,155.802002,0

0.856323,1.228271,-0.389526,57.391357,193.229980,159.525146,0

1.173340,1.116943,0.025757,-19.879150,162.590332,91.593018,0

0.896606,1.244995,-0.412231,-33.367920,71.770020,18.228760,0

1.007446,1.253174,0.031372,-64.801025,-38.947754,-146.993408,0

0.914551,1.313232,-0.029785,-88.848877,-108.649902,-238.607178,0

0.661255,1.093018,0.200073,-78.961182,-153.693848,-293.966064,0

0.497070,1.077271,0.409424,-2.301025,-110.114746,-309.407959,0

0.204712,0.768066,0.411865,-8.465576,-101.447754,-275.045166,0

-0.014160,0.840820,0.254639,43.170166,-47.492676,-242.147217,0

-0.163208,0.607544,0.223267,-33.245850,-98.212891,-232.198486,0

-0.150391,0.424805,0.182251,23.516846,-86.066895,-221.517334,0

-0.351562,0.338135,0.303101,58.306885,-135.078125,-199.849854,0

-0.299438,0.271362,0.219727,51.531982,-117.133789,-194.295654,0

-0.484009,0.213745,0.422119,47.808838,-168.220215,-186.605225,0

-0.034302,0.144165,0.582764,108.905029,-202.766113,-239.522705,0

0.034180,0.112549,0.621948,119.342041,-204.291992,-215.230713,0

0.400757,0.160400,0.907349,174.212646,-169.013672,-189.901123,0

0.437744,0.232422,0.702637,130.755615,-119.819336,-129.903564,0

0.596558,0.612915,0.795166,255.328369,-156.867676,-110.067139,0

0.669434,0.742310,0.874146,182.269287,-107.368164,-64.229736,0

0.664062,0.927612,0.709595,180.255127,-71.418457,-49.825439,0

0.512817,1.187744,0.786377,147.540283,-63.972168,-24.678955,0

0.356934,1.185791,0.816040,151.507568,8.232422,-21.383057,0

0.192139,1.258423,0.775635,133.502197,139.763184,-42.073975,0

-0.026001,1.313110,0.929321,102.435303,207.573242,-24.801025,0

-0.264404,1.693115,0.245361,51.043701,370.903320,-88.216553,0

0.213135,1.142578,-0.074219,194.659424,365.898438,-39.815674,0

-0.106079,1.736084,-0.694336,159.442139,286.918945,-63.436279,0

0.192749,1.168213,-0.267456,111.468506,202.568359,-65.755615,0

0.162476,1.285889,-0.471191,120.013428,207.145996,-71.798096,0

0.136475,1.082764,-0.432739,172.808838,105.400391,-40.181885,0

0.246216,0.994751,-0.311401,185.809326,70.854492,-70.211182,0

0.176270,0.774780,-0.523315,159.197998,62.675781,-79.488525,0

-0.029419,0.621948,-0.598022,207.293701,12.687988,-62.032471,0

0.119751,0.538818,-0.432373,166.766357,10.979004,-105.794678,0

0.031616,0.182373,-0.539795,114.581299,22.514648,-88.277588,0

-0.032227,0.088013,-0.785034,138.995361,42.656250,-91.390381,0

0.211426,0.089844,-0.748535,108.538818,-0.800781,-104.268799,0

0.105835,-0.026123,-0.844727,109.332275,2.006836,-100.972900,0

0.157349,-0.064331,-0.859985,76.434326,-52.497559,-110.067139,0

0.126343,-0.043823,-0.847656,81.622314,-48.286133,-104.635010,0

0.259644,-0.162109,-0.763672,45.550537,-68.671875,-125.814209,0

0.298340,-0.214966,-0.834595,34.381104,-37.238770,-110.738525,0

0.327148,-0.218872,-0.934326,13.262939,-48.774414,-105.794678,0

0.367432,-0.232178,-0.819946,7.586670,-53.229980,-91.146240,0

0.308716,-0.242554,-0.867432,-2.117920,-50.239258,-72.469482,0

0.225342,-0.168091,-0.854370,-23.907471,-54.267578,-68.502197,0

0.211914,-0.264404,-0.892700,-22.137451,-40.168457,-56.539307,0

0.189575,-0.214233,-0.950195,-32.452393,-34.003906,-44.332275,0

0.221191,-0.123779,-0.846680,-30.865479,-20.942383,-31.453857,0

0.200684,0.014648,-0.948730,-55.645752,-5.378418,-10.885010,0

0.264038,0.123535,-0.857910,-47.833252,-8.918457,-17.354736,0

0.255371,0.357178,-0.649414,-65.228271,-16.425781,-13.204346,0

0.224365,0.338623,-0.674438,-79.022217,-6.110840,-34.810791,0

0.297119,0.210938,-0.697754,-104.351807,19.707031,-30.538330,0

0.273560,0.278320,-0.979004,-105.816650,22.880859,-19.979248,0

0.242676,0.405518,-1.040894,-114.605713,22.636719,18.900146,0

0.266846,0.491089,-1.025879,-120.037842,-9.711914,21.707764,0

0.247437,0.634766,-0.772461,-106.793213,-21.491699,28.726807,0

0.326660,0.708374,-0.774780,-97.760010,-21.186523,34.342041,0

0.319580,0.898804,-0.653809,-77.801514,-31.806641,32.572021,0

0.280273,1.018677,-0.820068,-207.745361,-120.856934,75.418701,0

0.129883,1.404297,-0.716187,-195.538330,-138.984375,32.205811,0

0.225098,1.297607,-0.563232,-184.185791,-151.557617,-45.247803,0

0.126587,1.448242,-0.431274,-269.512939,-245.002441,-74.056396,0

0.081909,1.320801,0.158936,-190.167236,-197.272949,-101.644287,0

0.150879,1.078125,0.294434,-153.668213,-187.873535,-163.717041,0

0.077637,1.008057,0.561035,-34.832764,-112.617188,-186.483154,0

0.159912,0.813110,0.512085,-7.183838,-108.405762,-190.511475,0

0.213623,0.770386,0.601929,4.595947,-92.536621,-184.041748,0

0.164673,0.689575,0.600952,9.295654,-108.833008,-172.384033,0

0.132812,0.607300,0.713623,92.364502,-82.770996,-167.196045,0

0.035400,0.552979,0.735474,-9.381104,-99.311523,-149.739990,0

0.035278,0.307251,0.909790,-80.792236,-78.742676,-158.773193,0

0.092896,0.319336,1.023315,-4.010010,-15.144043,-135.457764,0

-0.215332,0.213135,0.986450,-13.104248,-29.182129,-80.709229,0

-0.037842,0.082153,0.873657,-65.777588,-81.855469,-93.404541,0

0.023193,0.023804,0.903076,3.192139,-54.450684,-77.840576,0

-0.014160,-0.084595,0.752441,5.084229,-63.300781,-83.333740,0

0.103516,-0.144043,1.009766,63.983154,-56.770020,-62.032471,0

0.110107,-0.050171,0.957275,22.540283,-86.982422,-57.393799,0

0.222656,-0.040283,1.071533,24.554443,-96.564941,-49.642334,0

0.185791,0.091064,1.168945,25.225830,-50.849609,-10.885010,0

0.188110,0.010498,1.113647,24.676514,-52.497559,1.932373,0

0.205322,0.074463,1.138794,5.145264,-58.173828,16.458740,0

0.198242,0.145874,0.997681,42.987061,-34.125977,30.679932,0

0.190186,0.117065,0.931885,-10.296631,-25.214844,25.125732,0

0.308960,0.300781,0.907837,51.959229,-26.374512,28.238525,0

0.307495,0.185425,0.932861,58.062744,-21.369629,-2.889404,0

0.413452,0.347046,1.038086,33.953857,-20.393066,40.079346,0

0.311646,0.298828,0.996216,18.572998,-19.843750,44.595947,0

0.406738,0.274902,1.057617,2.764893,-6.965332,38.614502,0

0.354004,0.363281,0.925659,11.676025,11.101074,47.891846,0

0.304077,0.443970,0.919189,14.788818,17.631836,39.163818,0

0.265991,0.462891,0.799561,8.685303,18.547363,17.923584,0

0.398804,0.441895,0.834961,5.511475,-0.312500,0.101318,0

0.416016,0.429565,0.779419,1.483154,8.781738,-3.194580,0

0.410645,0.450684,0.765991,14.056396,-4.035645,0.772705,0

0.408325,0.437622,0.778931,14.239502,-0.861816,-1.973877,0

0.387451,0.438965,0.767944,13.873291,-9.956055,-11.373291,0

0.448730,0.406494,0.819702,16.986084,-20.270996,-15.828857,0

0.410767,0.416260,0.799805,15.582275,-16.791992,-12.777100,0

0.370728,0.479980,0.849121,18.267822,-22.590332,-21.627197,0

0.186279,0.546875,0.820068,-3.094482,-43.586426,-40.303955,0

0.102783,0.527466,0.831421,-29.278564,-80.939941,-79.732666,1

-0.139404,0.274658,0.768555,-33.367920,-34.187012,-52.327881,1

-0.230713,0.622070,1.387695,-34.344482,20.500488,-46.834717,1

-0.198120,0.748047,2.050781,-1.629639,62.492676,-92.794189,1

0.112183,1.476196,2.948730,-70.355225,114.128418,-92.427979,1

1.050537,1.550659,3.135620,-112.957764,138.847656,-108.541260,1

1.111206,1.143921,2.142578,-51.434326,143.303223,-60.445557,1

0.619141,0.298462,1.151489,-61.444092,170.585938,24.393311,1

0.666992,0.154663,0.960938,-37.396240,212.211914,-4.659424,1

1.182739,0.251099,0.867554,-70.111084,264.396973,-13.875732,1

1.246948,0.200562,0.669678,-3.460693,300.224609,-21.810303,1

1.143555,0.373535,0.588623,-108.746338,251.152344,-65.023193,1

1.005737,0.310303,0.270386,-19.329834,269.218750,-48.543701,1

0.683105,0.365723,0.096313,-12.371826,265.861816,-114.095459,1

0.394043,0.444214,-0.735107,34.991455,254.448242,-127.584229,1

0.539062,-0.711060,-3.275635,-110.638428,90.446777,-163.106689,1

0.556763,-1.326050,-3.997559,12.103271,32.036133,-8.931885,1

0.654663,-0.062500,-3.401489,-20.123291,-207.465820,107.523193,1

1.368042,0.303467,-0.927368,47.686768,-286.750488,113.199463,1

1.702637,0.801147,0.375244,54.522705,-355.292969,133.096924,1

2.049927,0.944336,1.359619,156.817627,-356.513672,100.931396,1

1.652466,0.514282,1.620605,97.979736,-275.703125,115.152588,1

1.333862,0.605713,1.415161,61.297607,-319.892578,133.951416,1

1.094482,0.229370,1.012451,11.492920,-312.934570,62.479248,1

0.704468,0.117432,1.131226,18.817139,-292.854004,89.578857,1

1.429688,0.473755,1.251099,63.189697,-253.730469,81.094971,1

2.015503,1.683960,2.764404,113.726807,-259.772949,125.101318,1

2.058716,1.754639,2.391968,90.350342,-122.932129,72.733154,0

1.603882,1.829834,2.231445,171.221924,-2.814941,105.997314,0

0.918457,1.591187,1.137085,122.821045,69.084473,76.090088,0

0.635864,0.563599,0.667847,101.885986,83.916016,21.829834,0

0.581177,0.340820,0.079834,-45.208740,61.638184,-1.607666,0

0.315308,0.173462,-0.012085,16.558838,43.022461,28.726807,0

0.195679,-0.019531,-0.399902,-9.381104,27.458496,-1.546631,0

0.263550,0.151489,0.059814,-4.315186,-0.373535,-4.903564,0

0.310059,0.123047,-0.023071,-48.382568,33.623047,-16.927490,0

0.427856,0.434570,0.341919,-39.166260,-25.397949,-35.543213,0

0.773560,0.977661,0.857788,-51.251221,-21.369629,-48.482666,0

1.130981,1.986450,2.176270,-18.719482,-7.697754,-91.634521,0

1.712891,1.848145,2.622925,-145.794678,4.570312,-146.566162,1

1.820557,1.544312,2.782471,-130.413818,96.489258,-64.107666,1

1.117188,0.741089,1.652344,-146.893311,161.186523,-72.713623,1

0.815918,0.220337,1.498657,-86.468506,249.321289,-52.449951,1

0.918335,0.276733,0.798462,-90.069580,281.303711,-50.679932,1

1.327148,0.267334,0.948242,-40.264893,311.760254,-64.168701,1

1.436890,0.170776,1.044189,-7.733154,318.291016,-64.107666,1

1.416626,0.357788,1.094116,-57.232666,307.426758,-92.122803,1

1.228882,0.608154,0.896973,9.417725,320.488281,-103.231201,1

0.994141,0.689575,0.537354,-28.179932,276.237793,-132.955322,1

0.536255,0.213257,-1.147095,-9.930420,265.678711,-200.765381,1

0.946167,-2.241455,-3.997559,-96.539307,114.067383,-120.504150,1

0.919434,-1.392456,-3.997559,-29.095459,-90.827637,91.287842,1

0.867065,-0.274902,-2.006592,-67.852783,-245.612793,126.077881,1

1.095093,0.686768,0.193359,-5.047607,-270.942383,152.384033,1

1.270752,0.779053,0.966431,51.837158,-299.689941,106.363525,1

1.146606,0.482300,0.691162,38.287354,-296.943359,85.611572,1

1.256714,0.353760,0.747681,30.108643,-338.630371,-9.298096,1

1.378174,0.230713,0.877808,100.421143,-277.534180,-21.810303,1

1.336060,-0.122437,1.016602,83.209229,-286.811523,0.955811,1

1.199707,0.298096,1.328125,122.576904,-212.104492,79.019775,1

1.579346,1.271240,2.186890,87.420654,-317.268066,69.559326,1

2.175781,1.467529,2.307251,167.681885,-188.666992,85.550537,1

1.962158,1.769653,2.257690,125.323486,-199.226074,120.584717,1

1.078613,1.167236,2.274170,111.224365,-59.516602,74.686279,0

0.092773,0.802490,0.768188,140.216064,45.952148,114.847412,0

0.275635,0.587891,0.605103,113.055420,85.319824,11.453857,0

0.500488,0.409424,0.006836,-40.020752,30.327148,5.106201,0

1.041870,0.441528,0.186401,-17.498779,30.998535,-16.072998,0

0.975220,0.451538,0.162354,-32.574463,21.232910,0.345459,0

0.866455,0.410156,0.249878,-8.770752,0.480957,-24.862061,0

0.899170,0.337891,0.262085,0.750732,5.668945,-9.603271,0

0.765869,0.445312,0.271606,14.849854,-1.289062,16.519775,0

0.777344,0.400024,0.377808,11.065674,-6.293945,-16.195068,0

0.789795,0.426514,0.471802,-44.049072,-13.007812,-15.828857,0

0.772705,0.321289,0.519409,9.844971,14.335938,-25.411377,0

0.466187,0.276978,0.542603,-20.001221,-2.021484,-2.889404,0

0.316772,0.114624,0.226562,17.535400,42.839355,-4.659424,0

0.646851,0.043091,0.182251,-11.517334,24.467773,-19.307861,0

0.978638,0.659180,0.529907,-20.794678,39.604492,11.820068,1

1.407837,1.705322,1.650391,-41.424561,-16.181641,-64.473877,1

1.303833,2.207642,2.349365,-92.510986,-21.430664,-82.967529,1

1.105225,1.751709,2.602051,-153.057861,19.462891,-160.482178,1

0.982178,0.716187,2.041504,-187.786865,111.259766,-115.438232,1

1.211060,0.582886,1.362793,-183.392334,244.194336,-72.225342,1

1.795044,0.510742,1.099121,-108.197021,345.329590,-35.115967,1

1.857544,0.613892,1.022583,-86.285400,368.278809,-97.249756,1

1.695679,0.747559,1.190796,-87.811279,363.579102,-71.859131,1

1.555786,0.646606,1.221191,-53.021240,354.606934,-131.917725,1

1.133667,0.773926,1.002930,-46.551514,323.540039,-128.377686,1

0.557373,0.487549,-0.177246,-14.447021,319.816895,-178.487549,1

0.913086,-0.562378,-2.386597,-91.656494,235.710449,-203.817139,1

2.202515,-2.199219,-3.997559,-29.156494,133.354492,-80.770264,1

1.609253,-0.962524,-3.026123,-32.086182,-208.442383,167.398682,1

1.415649,0.300171,-0.702148,-27.996826,-286.445312,139.932861,1

1.232056,0.958618,0.547607,-42.584229,-341.132812,210.550537,1

1.579224,0.609497,0.755249,33.465576,-338.508301,65.653076,1

1.487427,0.606934,0.838379,6.671143,-359.199219,42.764893,1

1.447876,0.541504,0.839355,81.927490,-286.140137,-30.904541,1

1.496460,0.417114,0.816895,56.597900,-342.475586,-52.510986,1

1.419067,0.025391,1.195435,98.406982,-285.773926,-40.364990,1

1.654541,0.609131,1.460938,139.300537,-296.760254,-3.560791,1

1.936523,1.287231,2.984985,136.676025,-242.622070,-37.435303,1

2.381592,1.283691,2.273071,126.605225,-171.210938,7.608643,1

1.672485,1.206909,2.339355,133.990479,-148.322754,30.985107,1

1.245850,0.747070,2.057861,149.493408,-27.778320,53.018799,0

0.498413,0.473389,1.606079,2.581787,39.055176,77.188721,0

0.446045,0.245239,0.658325,-11.944580,115.837402,55.704346,0

0.515991,0.348511,0.335938,-55.157471,100.761719,53.079834,0

0.693481,0.493164,0.178833,4.168701,107.170410,64.005127,0

1.000488,0.625732,-0.021851,-35.137939,59.257812,-2.095947,0

0.884521,0.204712,0.256470,32.611084,38.933105,-0.692139,0

0.518921,0.421509,0.428223,27.301025,6.340332,-11.312256,0

0.660034,0.142090,0.410034,49.334717,37.041016,-6.185303,0

0.696167,0.472168,0.686157,33.404541,-22.956543,23.843994,0

0.760620,0.328735,0.667603,25.958252,-5.927734,-4.232178,0

0.722412,0.298584,0.646484,14.117432,-12.092285,14.810791,0

0.677246,0.346802,0.590942,34.625244,7.072754,25.430908,0

0.588989,0.391724,0.496216,33.709717,-7.453613,28.299561,0

0.492676,0.420654,0.443604,25.653076,-15.083008,-1.973877,0

0.380737,0.409668,0.498779,-2.239990,-17.585449,-13.204346,0

0.255981,0.592896,0.486694,-29.034424,-19.233398,-30.355225,0

0.275146,1.005859,0.907715,-42.767334,-29.853516,-55.135498,1

0.756714,1.512207,2.178589,-31.658936,4.265137,-128.804932,1

1.435425,1.696045,3.046631,-101.727295,37.285156,-121.175537,1

1.821167,1.762085,3.000244,-86.956787,183.586426,-117.574463,1

1.273193,1.188110,2.182373,-109.844971,253.288574,-94.381104,1

1.043091,0.607422,1.473877,-70.294189,317.436523,-106.405029,1

1.491821,0.513916,0.997314,-91.717529,324.760742,-99.019775,1

1.497437,0.536377,1.004395,-48.443604,327.507324,-106.527100,1

1.440674,0.578613,0.897583,-104.962158,301.872559,-95.113525,1

1.122437,0.763184,0.788574,-39.593506,313.530273,-129.537354,1

1.034546,0.589478,0.401611,-126.934814,178.398438,-135.579834,1

0.486328,0.825684,-0.562988,-56.805420,231.865234,-91.817627,1

0.578247,-0.165527,-2.839111,-116.192627,88.249512,-177.449951,1

0.003296,-1.314941,-3.997559,-38.128662,-47.675781,0.772705,1

0.104126,-0.001221,-3.399902,-9.442139,-182.380371,134.744873,1

0.865723,0.626587,-1.660767,73.687744,-286.384277,112.589111,1

2.018311,1.244141,1.213013,117.083740,-375.007324,79.996338,1

2.197144,0.556763,1.038452,113.604736,-275.581055,64.798584,1

1.984009,0.459961,0.829590,98.956299,-360.725098,83.353271,1

1.741089,0.550659,1.282837,102.191162,-306.159668,11.209717,1

1.766602,-0.120117,1.029053,59.893799,-348.945312,5.350342,1

1.365723,-0.021851,1.736206,120.501709,-249.335938,62.113037,1

1.215210,0.649658,1.896973,130.633545,-179.206543,85.367432,0

1.975586,1.533691,2.570923,148.822021,-214.667969,136.026611,0

1.383179,2.372437,2.267334,149.615479,-25.275879,104.654541,0

1.606567,1.894653,2.249878,184.466553,-32.416992,89.884033,0

0.990845,1.089355,1.144531,98.529053,79.094238,41.849365,0

0.468872,0.733154,0.640015,48.358154,82.634277,43.741455,0

0.385254,0.218872,0.173706,-87.872314,66.948242,-6.612549,0

0.427856,0.116211,0.097168,-38.311768,80.192871,2.542725,0

0.449463,0.174805,0.149170,-72.613525,69.572754,25.247803,0

0.484741,0.250488,0.077393,-51.678467,63.469238,12.796631,0

0.702271,0.267700,0.284912,-32.330322,43.083496,-11.678467,0

0.843750,0.278442,0.286011,-22.076416,1.762695,-1.363525,0

1.255371,0.434204,0.814087,45.123291,-71.052246,-29.927979,0

1.037598,0.424805,0.930176,34.075928,-58.662109,-14.913330,0

0.623657,0.265137,0.676270,26.873779,-62.812500,-0.509033,0

0.333008,0.230835,0.446045,30.474854,-48.225098,19.876709,0

0.426270,0.364624,0.495972,39.508057,-43.891602,-14.730225,0

0.265991,0.704834,0.616211,-4.803467,-38.459473,-17.415771,0

0.091309,0.836914,0.973022,-57.904053,-35.285645,-58.980713,1

0.472168,1.506958,1.774048,-73.284912,-3.059082,-104.635010,1

1.493286,1.714722,2.847290,-83.966064,72.441406,-124.654541,1

2.746948,1.574097,2.677002,-137.493896,216.179199,-61.910400,1

1.829834,1.319702,2.188721,-79.632568,261.650391,-68.624268,1

1.016968,0.511719,1.596558,-86.224365,290.214844,-69.906006,1

1.526489,0.254761,1.109131,-12.005615,384.758301,-97.371826,1

1.679565,0.335815,0.942871,-85.858154,358.391113,-91.268311,1

1.859741,0.144287,0.753052,-52.777100,362.541504,-82.357178,1

1.260010,0.454956,0.333008,-56.439209,361.503906,-102.010498,1

0.926880,0.573486,-0.011841,133.441162,315.849609,-136.739502,1

0.500977,0.542603,-0.783813,82.537842,203.483887,-208.394775,1

0.783081,-1.453613,-2.347534,30.413818,89.348145,-161.580811,1

0.805176,-1.943726,-2.705811,-12.005615,-13.251953,-21.688232,1

0.616333,-1.124146,-2.145264,-115.704346,-134.650879,105.264893,1

0.606934,0.259399,-0.928467,-95.623779,-217.963867,207.193604,1

0.724854,0.623291,0.560059,-69.134521,-272.773438,164.407959,1

0.699585,0.476318,1.143433,-39.898682,-279.365234,111.368408,1

0.870850,-0.003174,0.835083,-89.886475,-374.091797,25.125732,1

1.076050,-0.082397,0.869263,65.020752,-312.324219,-6.185303,1

1.004028,-0.184814,1.027954,-8.709717,-378.181152,-6.856689,1

0.802246,-0.262695,1.462402,73.626709,-320.014648,-17.904053,1

0.873901,0.107910,1.951782,111.590576,-258.979492,109.659424,1

0.825562,1.214722,2.644653,108.172607,-177.619629,92.813721,0

1.900757,2.186157,2.967773,143.267822,-219.245605,106.241455,0

1.173828,1.965820,2.814087,217.303467,5.302734,40.018311,0

0.643433,0.795410,1.487793,-13.531494,43.388672,29.642334,0

0.388184,0.074829,0.491333,-20.855713,85.563965,13.956299,0

0.232178,0.126221,0.356812,-37.823486,92.399902,38.431396,0

0.368774,0.169678,0.264648,-74.810791,76.408691,4.007568,0

0.614502,0.206299,0.392334,-49.908447,84.770508,34.952393,0

0.739624,0.428223,0.382568,-53.936768,44.487305,-0.875244,0

0.814697,0.255493,0.753052,8.197021,2.861328,-8.260498,0

0.513428,0.172852,0.667358,-12.799072,-15.388184,-15.889893,0

0.472778,0.033325,0.598389,1.544189,-18.684082,-9.359131,0

0.390259,0.315430,0.684448,22.357178,-13.923340,11.087646,0

0.576416,0.275269,0.657227,14.666748,-29.426270,-19.368896,0

0.571289,0.224121,0.551758,26.263428,-38.886719,-10.579834,0

0.479736,0.125366,0.528076,32.427979,-13.312988,-4.598389,0

0.263916,0.231934,0.566284,30.657959,-18.500977,2.359619,0

0.224365,0.401733,0.685791,-6.085205,-16.608887,-1.973877,0

0.112549,1.101685,1.573364,34.136963,-26.496582,-53.731689,1

0.649902,1.440674,2.800781,-21.038818,37.834473,-83.150635,1

0.644897,1.803589,3.275146,-69.012451,85.197754,-95.479736,1

1.001099,1.444214,2.692993,-84.454346,173.271484,-124.044189,1

1.000122,0.737671,1.971191,-94.891357,172.539062,-106.954346,1

0.962280,0.185547,1.173340,-86.773682,206.474609,-61.177979,1

1.140259,0.030518,0.869507,-13.714600,242.119141,-27.486572,1

1.297607,-0.105103,0.871582,-26.593018,251.579590,-26.265869,1

0.936768,0.149414,0.696655,34.991455,288.139648,-25.655518,1

1.018433,0.253174,0.710938,4.656982,273.247070,-77.047119,1

0.814941,0.284424,0.415039,10.028076,246.452637,-119.161377,1

0.109863,0.246460,-0.489014,65.386963,266.777344,-152.974854,1

-0.145996,-1.059692,-2.057617,16.314697,142.265625,-175.496826,1

-0.150879,-1.873413,-3.179688,3.741455,46.989746,-29.439697,1

-0.100464,-0.984497,-2.846436,-27.813721,-58.479004,109.964600,1

0.220581,0.067993,-1.459229,-45.819092,-194.526367,136.087646,1

0.696899,0.607178,0.302612,-30.682373,-202.460938,94.339600,1

