ax,ay,az,rx,ry,rz,label
0.754150,1.683228,2.265137,-103.320312,27.055664,-135.344849,1

1.447998,2.016724,3.262085,-24.340820,132.402344,-149.993286,1

2.248169,1.778931,2.837036,-83.911133,164.995117,-127.288208,1

1.709717,1.043701,2.015015,-38.317871,202.043457,-89.568481,1

1.195312,0.616455,1.365479,-6.823730,245.500488,-91.582642,1

0.994263,0.300171,0.721802,-34.228516,252.397461,-95.122681,1

1.644531,0.102417,0.994263,46.582031,257.463379,-124.236450,1

1.513184,-0.037231,0.906250,-28.369141,261.430664,-123.381958,1

1.498657,0.048462,0.623291,15.270996,283.464355,-84.868774,1

1.349243,0.521973,0.699463,-56.933594,245.927734,-172.698364,1

1.263672,0.119019,-0.419312,-92.028809,147.233887,-122.893677,1

0.176147,0.183228,-1.839966,-72.863770,90.227051,-112.029419,1

